,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed
6852,0,5-7 years,2 - 4 years,Master's degree,Woman,Education,very bad payed 
6853,3,5-7 years,2 - 4 years,PhD,Woman,Technology & Science,well payed
6854,3,8 - 10 years,5-7 years,College degree,Woman,Industry,well payed
6855,3,8 - 10 years,2 - 4 years,College degree,Woman,Industry,well payed
6856,0,21 - 30 years,21 - 30 years,Some college,Woman,Industry,well payed
6857,0,2 - 4 years,1 year or less,Master's degree,Woman,Education,well payed
6859,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
6860,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed
6861,1,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,bad payed
6862,3,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed
6863,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Health,well payed
6864,3,8 - 10 years,8 - 10 years,PhD,Woman,Technology & Science,well payed
6865,1,1 year or less,1 year or less,Some college,Non-binary,Culture,bad payed
6866,0,8 - 10 years,1 year or less,Master's degree,Woman,Consulting,well payed
6867,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
6868,0,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,bad payed
6869,4,11 - 20 years,2 - 4 years,College degree,Woman,Unidentified,very well payed
6870,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed
6871,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
6872,3,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed
6873,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,very well payed
6874,2,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed
6875,1,5-7 years,2 - 4 years,College degree,Woman,Education,bad payed
6876,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
6877,0,21 - 30 years,5-7 years,College degree,Woman,Education,well payed
6878,4,8 - 10 years,5-7 years,College degree,Woman,Culture,very well payed
6879,3,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed
6880,1,2 - 4 years,1 year or less,College degree,Man,Health,bad payed
6881,1,8 - 10 years,2 - 4 years,Master's degree,Non-binary,Non profit Organization,bad payed
6882,1,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,bad payed
6883,3,11 - 20 years,2 - 4 years,College degree,Woman,Advertising,well payed
6884,1,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed
6885,4,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
6886,0,8 - 10 years,1 year or less,Master's degree,Woman,Health,bad payed
6887,3,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,well payed
6888,0,5-7 years,5-7 years,College degree,Man,Education,well payed
6890,1,11 - 20 years,2 - 4 years,College degree,Woman,Culture,bad payed
6891,1,21 - 30 years,21 - 30 years,College degree,Woman,Non profit Organization,bad payed
6892,4,31 - 40 years,31 - 40 years,College degree,Woman,Health,very well payed
6893,3,8 - 10 years,8 - 10 years,College degree,Woman,Industry,well payed
6894,0,2 - 4 years,2 - 4 years,High School,Woman,Other,well payed
6895,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Public & Government,bad payed
6896,4,21 - 30 years,21 - 30 years,Some college,Woman,Other,very well payed
6897,4,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
6898,3,31 - 40 years,31 - 40 years,College degree,Woman,Technology & Science,well payed
6900,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,very bad payed 
6901,3,11 - 20 years,5-7 years,College degree,Non-binary,Technology & Science,well payed
6902,3,31 - 40 years,31 - 40 years,College degree,Woman,Advertising,well payed
6903,1,5-7 years,2 - 4 years,College degree,Woman,Advertising,bad payed
6904,4,11 - 20 years,11 - 20 years,College degree,Woman,Other,very well payed
6905,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
6906,1,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,bad payed
6907,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,bad payed
6908,1,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed
6909,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Law,well payed
6910,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
6911,0,8 - 10 years,8 - 10 years,High School,Woman,Other,well payed
6912,1,21 - 30 years,11 - 20 years,College degree,Man,Public & Government,bad payed
6914,0,5-7 years,5-7 years,PhD,Woman,Education,well payed
6915,2,1 year or less,1 year or less,PhD,Man,Technology & Science,very well payed
6916,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
6918,4,8 - 10 years,2 - 4 years,PhD,Woman,Technology & Science,very well payed
6919,3,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed
6920,3,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
6921,1,8 - 10 years,8 - 10 years,College degree,Woman,Law,bad payed
6922,3,1 year or less,1 year or less,College degree,Woman,Technology & Science,well payed
6923,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
6925,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,very well payed
6926,1,8 - 10 years,1 year or less,College degree,Woman,Health,bad payed
6927,4,8 - 10 years,5-7 years,College degree,Woman,Advertising,very well payed
6928,0,41 years or more,21 - 30 years,PhD,Woman,Education,very well payed
6929,0,21 - 30 years,21 - 30 years,PhD,Man,Education,well payed
6930,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,well payed
6931,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Education,bad payed
6932,3,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,well payed
6933,1,5-7 years,5-7 years,PhD,Woman,Industry,bad payed
6934,1,8 - 10 years,5-7 years,College degree,Woman,Unidentified,bad payed
6935,3,21 - 30 years,11 - 20 years,College degree,Woman,Public & Government,well payed
6936,1,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed
6937,3,21 - 30 years,21 - 30 years,College degree,Woman,Unidentified,well payed
6938,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,bad payed
6939,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Advertising,very well payed
6940,1,11 - 20 years,2 - 4 years,College degree,Woman,Education,bad payed
6941,3,11 - 20 years,8 - 10 years,College degree,Non-binary,Technology & Science,well payed
6942,3,8 - 10 years,5-7 years,College degree,Woman,Unidentified,well payed
6943,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed
6944,4,5-7 years,5-7 years,College degree,Woman,Industry,very well payed
6945,1,8 - 10 years,2 - 4 years,College degree,Woman,Health,bad payed
6946,0,21 - 30 years,21 - 30 years,College degree,Woman,Education,well payed
6947,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Public & Government,well payed
6948,4,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed
6949,2,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,well payed
6950,3,11 - 20 years,8 - 10 years,College degree,Woman,Other,well payed
6951,4,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,very well payed
6952,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
6953,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed
6954,3,11 - 20 years,11 - 20 years,College degree,Woman,Other,well payed
6955,1,8 - 10 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed
6956,1,11 - 20 years,5-7 years,College degree,Woman,Non profit Organization,bad payed
6957,2,21 - 30 years,21 - 30 years,High School,Man,Technology & Science,very well payed
6958,4,5-7 years,5-7 years,College degree,Woman,Advertising,very well payed
6959,3,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed
6961,3,8 - 10 years,8 - 10 years,College degree,Woman,Consulting,well payed
6962,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,bad payed
6963,3,8 - 10 years,5-7 years,College degree,Woman,Industry,well payed
6964,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
6965,1,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed
6966,3,41 years or more,31 - 40 years,Some college,Woman,Technology & Science,well payed
6967,3,5-7 years,2 - 4 years,College degree,Woman,Public & Government,well payed
6968,0,41 years or more,41 years or more,Some college,Woman,Health,very bad payed 
6969,0,8 - 10 years,5-7 years,Master's degree,Woman,Education,bad payed
6970,3,21 - 30 years,11 - 20 years,College degree,Woman,Public & Government,well payed
6971,4,5-7 years,2 - 4 years,College degree,Woman,Consulting,very well payed
6973,1,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
6975,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed
6976,1,2 - 4 years,1 year or less,College degree,Woman,Industry,bad payed
6977,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
6978,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed
6980,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,very well payed
6981,0,5-7 years,5-7 years,Master's degree,Woman,Technology & Science,well payed
6982,1,11 - 20 years,5-7 years,College degree,Woman,Unidentified,bad payed
6983,0,21 - 30 years,8 - 10 years,Master's degree,Woman,Education,well payed
6984,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,very bad payed 
6985,1,11 - 20 years,8 - 10 years,Some college,Woman,Law,bad payed
6986,2,11 - 20 years,8 - 10 years,College degree,Man,Culture,well payed
6987,2,5-7 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
6988,3,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,well payed
6989,1,5-7 years,5-7 years,College degree,Man,Banking & Insurance,bad payed
6991,0,8 - 10 years,1 year or less,Master's degree,Woman,Advertising,well payed
6992,1,11 - 20 years,8 - 10 years,College degree,Woman,Culture,bad payed
6993,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,bad payed
6994,1,8 - 10 years,2 - 4 years,Some college,Man,Public & Government,bad payed
6995,3,31 - 40 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
6996,2,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
6997,1,31 - 40 years,11 - 20 years,College degree,Woman,Education,bad payed
6998,0,31 - 40 years,41 years or more,Master's degree,Woman,Industry,very well payed
6999,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,very well payed
7000,3,31 - 40 years,11 - 20 years,College degree,Woman,Advertising,well payed
7002,1,21 - 30 years,11 - 20 years,Some college,Woman,Non profit Organization,bad payed
7004,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed
7005,3,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed
7007,2,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,well payed
7008,1,11 - 20 years,5-7 years,Some college,Woman,Banking & Insurance,bad payed
7009,1,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,bad payed
7010,0,5-7 years,11 - 20 years,Master's degree,Woman,Culture,bad payed
7011,0,2 - 4 years,2 - 4 years,Master's degree,Man,Banking & Insurance,well payed
7012,1,5-7 years,5-7 years,College degree,Woman,Technology & Science,bad payed
7013,0,8 - 10 years,5-7 years,Master's degree,Woman,Education,well payed
7014,3,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed
7015,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
7016,0,31 - 40 years,5-7 years,Master's degree,Woman,Education,well payed
7017,0,5-7 years,2 - 4 years,Master's degree,Woman,Health,well payed
7018,1,5-7 years,2 - 4 years,College degree,Woman,Public & Government,bad payed
7019,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
7020,3,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed
7021,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
7022,1,5-7 years,2 - 4 years,College degree,Non-binary,Banking & Insurance,bad payed
7024,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
7025,1,11 - 20 years,5-7 years,College degree,Non-binary,Public & Government,very bad payed 
7026,1,31 - 40 years,8 - 10 years,College degree,Woman,Other,bad payed
7027,4,21 - 30 years,21 - 30 years,College degree,Woman,Consulting,very well payed
7028,0,21 - 30 years,11 - 20 years,Some college,Woman,Non profit Organization,well payed
7029,0,11 - 20 years,5-7 years,Some college,Woman,Banking & Insurance,well payed
7030,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
7031,0,2 - 4 years,2 - 4 years,College degree,Woman,Education,well payed
7032,1,31 - 40 years,31 - 40 years,College degree,Man,Other,bad payed
7033,0,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Health,well payed
7034,0,11 - 20 years,5-7 years,Master's degree,Woman,Education,bad payed
7035,0,8 - 10 years,5-7 years,PhD,Woman,Public & Government,well payed
7036,4,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,very well payed
7037,1,8 - 10 years,8 - 10 years,College degree,Woman,Culture,bad payed
7038,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
7039,0,5-7 years,2 - 4 years,Master's degree,Woman,Other,well payed
7040,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,well payed
7041,4,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,very well payed
7042,1,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed
7043,3,21 - 30 years,21 - 30 years,College degree,Woman,Industry,well payed
7044,0,11 - 20 years,5-7 years,Master's degree,Woman,Education,well payed
7045,1,11 - 20 years,2 - 4 years,College degree,Woman,Education,bad payed
7046,3,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed
7047,1,5-7 years,5-7 years,High School,Woman,Banking & Insurance,bad payed
7048,4,21 - 30 years,5-7 years,Master's degree,Woman,Technology & Science,very well payed
7049,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
7050,4,21 - 30 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed
7051,0,8 - 10 years,2 - 4 years,College degree,Woman,Education,well payed
7052,0,11 - 20 years,8 - 10 years,PhD,Woman,Other,well payed
7053,3,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,well payed
7054,4,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,very well payed
7055,3,11 - 20 years,11 - 20 years,College degree,Woman,Culture,well payed
7056,4,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,very well payed
7057,0,31 - 40 years,31 - 40 years,Some college,Woman,Banking & Insurance,well payed
7058,1,5-7 years,2 - 4 years,College degree,Non-binary,Banking & Insurance,bad payed
7060,3,8 - 10 years,8 - 10 years,College degree,Woman,Culture,well payed
7061,4,21 - 30 years,21 - 30 years,Some college,Woman,Technology & Science,very well payed
7062,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
7063,1,2 - 4 years,5-7 years,College degree,Woman,Culture,bad payed
7064,4,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
7065,3,31 - 40 years,21 - 30 years,High School,Woman,Technology & Science,well payed
7066,1,2 - 4 years,2 - 4 years,High School,Woman,Industry,bad payed
7067,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Education,well payed
7068,3,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed
7069,0,11 - 20 years,2 - 4 years,Some college,Woman,Industry,well payed
7072,0,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,well payed
7073,3,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,well payed
7074,1,21 - 30 years,11 - 20 years,Some college,Woman,Health,bad payed
7075,4,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,very well payed
