,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
4198,3,21 - 30 years,21 - 30 years,PhD,Man,Technology & Science,very well payed,2.7355114440925825,165000.0
4199,1,11 - 20 years,5-7 years,Master's degree,Woman,Other,well payed,1.7941897736927477,102924.0
4200,0,5-7 years,5-7 years,College degree,Woman,Consulting,well payed,1.4546484385057028,86400.0
4201,0,11 - 20 years,11 - 20 years,College degree,Woman,Other,bad payed,0.8367446770165546,52000.0
4202,1,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed,0.6597409953399758,41000.0
4203,3,5-7 years,5-7 years,Some college,Man,Technology & Science,well payed,1.3194819906799515,82000.0
4204,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.557632398753894,88000.0
4205,1,5-7 years,2 - 4 years,Master's degree,Woman,Culture,bad payed,0.7728302566875209,48028.0
4206,3,11 - 20 years,5-7 years,Some college,Man,Advertising,well payed,1.1424783090033728,61000.0
4208,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed,2.107952936330167,118000.0
4209,1,11 - 20 years,5-7 years,Master's degree,Woman,Education,well payed,1.0781133338482531,67000.0
4210,0,11 - 20 years,2 - 4 years,Some college,Woman,Technology & Science,well payed,1.2390257717360522,70000.0
4211,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.7861280605545686,98000.0
4212,0,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,bad payed,0.8850184083828944,53000.0
4213,0,2 - 4 years,2 - 4 years,College degree,Woman,Other,very bad payed ,0.4392909554336912,27300.0
4214,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed,0.933292139749234,58000.0
4215,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,well payed,1.60912437887799,100000.0
4216,2,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,well payed,1.4453497236516104,57670.0
4217,0,8 - 10 years,8 - 10 years,College degree,Woman,Other,well payed,1.045930846270693,65000.0
4218,0,21 - 30 years,11 - 20 years,High School,Woman,Non profit Organization,bad payed,0.6275585077624161,39000.0
4219,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,very bad payed ,0.4988285574521768,24000.0
4220,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.3677557220462913,85000.0
4221,4,11 - 20 years,8 - 10 years,PhD,Woman,Education,well payed,1.0298396024819134,63000.0
4222,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed,1.4755670554311169,85700.0
4223,0,11 - 20 years,8 - 10 years,College degree,Woman,Law,well payed,1.094204577637033,63000.0
4224,0,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.609793774619603,37796.0
4225,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Health,well payed,1.8183105481321284,104000.0
4226,1,8 - 10 years,5-7 years,Master's degree,Woman,Other,well payed,1.0700677119538633,66500.0
4227,1,8 - 10 years,5-7 years,Master's degree,Man,Banking & Insurance,very well payed,3.5561648773203576,186000.0
4228,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.7879264341528494,75050.0
4229,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.59303313508921,96000.0
4230,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,bad payed,0.5728482788805643,35600.0
4231,0,2 - 4 years,5-7 years,College degree,Woman,Law,well payed,1.371134883241935,70210.0
4232,0,21 - 30 years,21 - 30 years,College degree,Woman,Consulting,very well payed,3.749259802785716,208000.0
4233,0,11 - 20 years,5-7 years,College degree,Woman,Advertising,well payed,1.60912437887799,100000.0
4234,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,well payed,1.8183105481321284,103000.0
4235,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,well payed,1.4803944285677506,87000.0
4236,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,well payed,1.024181943314772,39286.8
4237,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,bad payed,0.9172008959604542,57000.0
4238,1,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed,0.7723797018614351,48000.0
4239,0,5-7 years,5-7 years,College degree,Woman,Consulting,well payed,1.4321206972014109,89000.0
4240,0,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed,2.024584202260498,125819.0
4241,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed,0.668430266985917,41540.0
4242,0,2 - 4 years,2 - 4 years,College degree,Woman,Other,well payed,1.3395960454159266,74000.0
4243,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed,3.13779253881208,195000.0
4244,0,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,well payed,1.0040936124198656,60000.0
4245,0,8 - 10 years,2 - 4 years,College degree,Woman,Culture,bad payed,0.7482428361782653,46000.0
4246,0,21 - 30 years,21 - 30 years,College degree,Woman,Public & Government,well payed,1.8504930357096885,115000.0
4247,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.6095226177813928,61740.0
4248,0,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,very well payed,2.756003906994473,115686.02
4249,3,21 - 30 years,11 - 20 years,Some college,Man,Health,well payed,1.2390257717360522,77000.0
4250,0,8 - 10 years,5-7 years,College degree,Woman,Culture,bad payed,0.5149198012409567,32000.0
4251,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed,1.247071393630442,75000.0
4252,2,21 - 30 years,21 - 30 years,High School,Woman,Banking & Insurance,well payed,1.0137483586931335,60000.0
4253,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed,0.9383447902989108,56000.0
4255,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed,1.3516644782575111,82000.0
4257,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Health,bad payed,0.6677866172343657,40000.0
4258,0,8 - 10 years,2 - 4 years,College degree,Woman,Culture,well payed,1.1505239308977626,66500.0
4259,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Non profit Organization,well payed,1.1263870652145929,70000.0
4260,3,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,well payed,1.564068896269406,90000.0
4261,0,31 - 40 years,8 - 10 years,Some college,Woman,Culture,bad payed,0.5970977832702556,37107.0
4262,4,2 - 4 years,2 - 4 years,PhD,Woman,Public & Government,well payed,1.2307387811848305,76485.0
4263,1,5-7 years,5-7 years,Master's degree,Woman,Unidentified,well payed,1.3028114621147755,80964.0
4264,2,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.60912437887799,90000.0
4265,1,5-7 years,5-7 years,Master's degree,Woman,Education,bad payed,0.8045621894389949,50000.0
4266,0,11 - 20 years,11 - 20 years,College degree,Woman,Industry,well payed,1.705671841610669,100000.0
4267,4,11 - 20 years,8 - 10 years,PhD,Woman,Advertising,very well payed,2.614827115676733,134500.0
4269,4,11 - 20 years,11 - 20 years,PhD,Woman,Education,well payed,1.4803944285677506,85000.0
4270,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,well payed,1.0781133338482531,67000.0
4271,1,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,well payed,1.0137483586931335,63000.0
4272,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.6252156226667698,101000.0
4273,0,5-7 years,2 - 4 years,College degree,Woman,Law,well payed,1.60912437887799,90000.0
4274,0,11 - 20 years,8 - 10 years,College degree,Woman,Culture,well payed,1.2068432841584924,65000.0
4275,3,8 - 10 years,5-7 years,College degree,Man,Advertising,well payed,1.2068432841584924,75000.0
4276,1,5-7 years,2 - 4 years,Master's degree,Non-binary,Public & Government,bad payed,0.6919234829175356,43000.0
4277,0,5-7 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed,1.930949254653588,120000.0
4278,0,8 - 10 years,2 - 4 years,College degree,Non-binary,Technology & Science,bad payed,0.8367446770165546,52000.0
4279,0,11 - 20 years,2 - 4 years,High School,Woman,Advertising,bad payed,0.965474627326794,60000.0
4280,0,31 - 40 years,5-7 years,"Professional degree (MD, JD, etc.)",Prefer not to answer,Law,very well payed,2.107952936330167,131000.0
4281,0,11 - 20 years,5-7 years,College degree,Woman,Health,well payed,1.3807574470276254,73308.0
4282,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed,1.0298396024819134,64000.0
4283,0,1 year or less,1 year or less,College degree,Woman,Public & Government,bad payed,0.5953760201848562,35000.0
4284,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed,1.0040936124198656,62400.0
4285,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed,1.1666151746865423,72500.0
4286,0,11 - 20 years,5-7 years,Some college,Non-binary,Unidentified,bad payed,0.7080147267063155,44000.0
4287,0,2 - 4 years,2 - 4 years,PhD,Woman,Technology & Science,bad payed,0.8735131690739167,54285.0
4288,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed,0.8850184083828944,55000.0
4289,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.3194819906799515,82000.0
4290,1,5-7 years,5-7 years,Master's degree,Woman,Education,bad payed,0.8528359208053345,50000.0
4291,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,bad payed,0.8420869699544297,52332.0
4292,0,8 - 10 years,8 - 10 years,College degree,Woman,Health,well payed,1.57694189130043,88000.0
4293,0,11 - 20 years,2 - 4 years,College degree,Woman,Other,bad payed,0.9886782008702144,61442.0
4294,1,5-7 years,2 - 4 years,Master's degree,Man,Public & Government,well payed,1.255117015524832,78000.0
4295,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed,1.7244885190514925,66150.0
4296,0,21 - 30 years,8 - 10 years,College degree,Woman,Public & Government,bad payed,0.938119512885868,58300.0
4297,2,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.745899951082619,101500.0
4298,3,21 - 30 years,11 - 20 years,College degree,Man,Law,well payed,1.0137483586931335,63000.0
4299,0,11 - 20 years,11 - 20 years,College degree,Woman,Culture,well payed,1.737854329188229,108000.0
4300,1,21 - 30 years,11 - 20 years,Master's degree,Man,Banking & Insurance,very well payed,2.1401354239077266,118000.0
4301,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,well payed,1.128559383126078,70135.0
4302,4,8 - 10 years,8 - 10 years,PhD,Woman,Industry,very well payed,2.3171391055843054,141000.0
4303,4,5-7 years,5-7 years,PhD,Woman,Unidentified,well payed,1.4482119409901908,90000.0
4304,0,21 - 30 years,21 - 30 years,College degree,Prefer not to answer,Culture,very bad payed ,0.2413686568316984,15000.0
4305,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.6693957416132438,41600.0
4306,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed,3.21824875775598,180000.0
4307,0,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Health,bad payed,0.6606180856180857,39752.12
4308,0,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed,0.9051324631188692,54000.0
4309,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed,0.8769727864885044,52000.0
4310,3,21 - 30 years,5-7 years,College degree,Man,Advertising,well payed,1.2233180865256337,51350.0
4311,0,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed,0.9880023686310856,61200.0
4312,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.413686568316985,150000.0
4313,0,21 - 30 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.045930846270693,50000.0
4314,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Law,well payed,1.4781330163298505,56700.0
4315,0,11 - 20 years,5-7 years,College degree,Woman,Education,bad payed,0.8751429388221841,36735.0
4316,0,5-7 years,11 - 20 years,College degree,Prefer not to answer,Non profit Organization,well payed,1.0298396024819134,64000.0
4317,0,21 - 30 years,5-7 years,High School,Woman,Health,bad payed,0.9172008959604542,57000.0
4318,4,11 - 20 years,11 - 20 years,PhD,Woman,Education,very well payed,2.1031255631935326,130700.0
4319,0,11 - 20 years,2 - 4 years,College degree,Woman,Education,well payed,1.287299503102392,80000.0
4320,3,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed,1.8504930357096885,110000.0
4321,3,1 year or less,1 year or less,College degree,Man,Technology & Science,well payed,1.3071179795199066,49140.0
4322,0,5-7 years,5-7 years,College degree,Woman,Other,well payed,1.8538074129087656,95850.0
4324,4,2 - 4 years,2 - 4 years,PhD,Woman,Non profit Organization,well payed,1.158569552792153,72000.0
4325,0,5-7 years,2 - 4 years,College degree,Woman,Unidentified,bad payed,0.965474627326794,55000.0
4327,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Culture,well payed,1.110295821425813,69000.0
4328,0,5-7 years,2 - 4 years,Some college,Woman,Culture,bad payed,0.5020468062099328,31200.0
4329,0,2 - 4 years,2 - 4 years,Some college,Non-binary,Health,very bad payed ,0.2735511444092582,17000.0
4330,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed,1.737854329188229,103000.0
4331,3,21 - 30 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,3.13779253881208,165000.0
4332,0,21 - 30 years,21 - 30 years,College degree,Woman,Education,bad payed,0.949383383538014,59000.0
4333,3,31 - 40 years,31 - 40 years,Master's degree,Man,Technology & Science,very well payed,2.1723179114852864,125000.0
4335,0,31 - 40 years,31 - 40 years,College degree,Woman,Law,well payed,1.2184289796864138,75420.0
4336,0,8 - 10 years,5-7 years,College degree,Woman,Culture,well payed,1.7893463093123247,91200.0
4338,0,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,bad payed,0.8286990551221648,51500.0
4340,2,41 years or more,31 - 40 years,College degree,Woman,Banking & Insurance,very well payed,2.883470430730414,158160.0
4341,0,11 - 20 years,8 - 10 years,College degree,Woman,Industry,well payed,1.4482119409901908,90000.0
4342,0,5-7 years,1 year or less,College degree,Woman,Technology & Science,bad payed,0.6500862490667079,40400.0
4343,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.6252156226667698,101000.0
4345,0,8 - 10 years,8 - 10 years,Some college,Woman,Law,well payed,1.4803944285677506,75000.0
4346,0,21 - 30 years,21 - 30 years,College degree,Woman,Unidentified,bad payed,0.836792950747921,50003.0
4347,0,31 - 40 years,31 - 40 years,College degree,Prefer not to answer,Technology & Science,well payed,1.411520869068039,59250.0
4348,3,11 - 20 years,5-7 years,College degree,Man,Education,bad payed,0.8742211838006231,54329.0
4349,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.2229345279472723,76000.0
4350,0,21 - 30 years,21 - 30 years,Some college,Prefer not to answer,Technology & Science,very well payed,3.21824875775598,200000.0
4351,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed,3.21824875775598,175000.0
4352,0,5-7 years,2 - 4 years,Some college,Woman,Non profit Organization,bad payed,0.6597409953399758,41000.0
4353,0,2 - 4 years,2 - 4 years,College degree,Woman,Other,bad payed,0.887865231808797,34057.8
4354,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,bad payed,0.8045621894389949,50000.0
4355,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Other,well payed,1.416029453412631,80000.0
4356,2,21 - 30 years,11 - 20 years,College degree,Man,Banking & Insurance,very well payed,2.2366828866404056,127000.0
4357,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.7861280605545686,111000.0
4358,0,21 - 30 years,5-7 years,Some college,Woman,Unidentified,bad payed,0.965474627326794,55000.0
4359,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Unidentified,bad payed,0.7241059704950954,45000.0
4360,0,5-7 years,2 - 4 years,College degree,Non-binary,Advertising,well payed,1.379590815241194,52920.0
4361,1,31 - 40 years,21 - 30 years,Master's degree,Woman,Health,bad payed,0.8367446770165546,52000.0
4362,2,21 - 30 years,21 - 30 years,College degree,Woman,Banking & Insurance,very well payed,2.2527741304291857,140000.0
4363,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.907707062125074,56160.0
4364,1,11 - 20 years,8 - 10 years,Master's degree,Man,Public & Government,well payed,1.3194819906799515,76000.0
4365,0,2 - 4 years,1 year or less,College degree,Woman,Unidentified,well payed,1.930949254653588,80000.0
4366,4,5-7 years,8 - 10 years,PhD,Woman,Education,well payed,1.242244020493808,69500.0
