,harmonized_salary,how_old_are_you,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry cluster tf_idf_bigrams,category_salary,cluster
7316,105000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,high,0
7317,85000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Construction,medium,2
7318,59000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Education,low,2
7319,150000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
7320,90000.0,35-44,21 - 30 years,21 - 30 years,Some college,Woman,Retail,medium,2
7321,75000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,medium,0
7322,187000.0,55-64,41 years or more,11 - 20 years,College degree,Man,Technology & Science,high,1
7323,94710.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
7324,53000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
7325,130000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Technology & Science,high,1
7326,43000.0,35-44,11 - 20 years,2 - 4 years,Master's degree,Woman,Health,low,0
7327,97500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,high,1
7328,41890.0,35-44,11 - 20 years,1 year or less,College degree,Woman,Law,low,0
7329,56000.0,55-64,21 - 30 years,21 - 30 years,Some college,Woman,Retail,low,2
7330,220000.0,45-54,21 - 30 years,21 - 30 years,PhD,Woman,Health,high,0
7331,50000.0,45-54,21 - 30 years,21 - 30 years,Some college,Woman,Banking & Insurance,low,2
7332,134000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,high,0
7333,59000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Man,Public & Government,low,0
7334,77000.0,35-44,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,medium,1
7335,42500.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,low,2
7336,55000.0,25-34,8 - 10 years,2 - 4 years,College degree,Man,Non profit Organization,low,2
7337,72800.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,medium,1
7338,58220.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Law,low,0
7339,200000.0,55-64,31 - 40 years,31 - 40 years,PhD,Woman,Industry,high,1
7340,71820.0,25-34,5-7 years,5-7 years,College degree,Woman,Technology & Science,medium,1
7341,65000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Industry,medium,0
7342,65000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Human Ressources,medium,0
7343,50000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Culture,low,2
7344,90000.0,35-44,21 - 30 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
7345,180000.0,35-44,8 - 10 years,8 - 10 years,PhD,Woman,Technology & Science,high,1
7346,35000.0,35-44,8 - 10 years,2 - 4 years,Some college,Woman,Public & Government,low,0
7347,94000.0,55-64,31 - 40 years,21 - 30 years,College degree,Woman,Education,high,2
7348,173500.0,35-44,21 - 30 years,11 - 20 years,Master's degree,Man,Technology & Science,high,1
7349,130000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
7350,95000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Health,high,0
7351,59220.0,25-34,11 - 20 years,11 - 20 years,Some college,Woman,Energy,low,0
7352,76000.0,25-34,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
7353,77000.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,medium,0
7354,107000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,high,0
7355,63600.0,25-34,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,medium,1
7356,73470.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,medium,0
7357,56880.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
7358,50500.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Social,low,2
7359,89000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Human Ressources,medium,0
7360,200000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
7361,45000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Education,low,2
7362,54510.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
7363,50000.0,25-34,11 - 20 years,5-7 years,College degree,Woman,Health,low,0
7364,53539.0,35-44,8 - 10 years,5-7 years,College degree,Woman,Health,low,0
7365,74500.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Social,medium,2
7366,61089.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,medium,0
7367,60000.0,35-44,5-7 years,5-7 years,College degree,Woman,Education,low,2
7368,40798.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Education,low,2
7369,75000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Law,medium,0
7370,135000.0,35-44,5-7 years,5-7 years,PhD,Woman,Technology & Science,high,1
7371,44500.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Education,low,2
7372,27000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Education,low,2
7373,96000.0,45-54,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
7374,90000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,medium,0
7375,32408.0,45-54,31 - 40 years,5-7 years,Some college,Woman,Banking & Insurance,low,2
7376,38400.0,25-34,5-7 years,1 year or less,College degree,Woman,Banking & Insurance,low,2
7377,92000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Non profit Organization,medium,0
7378,147000.0,65 or over,41 years or more,41 years or more,Master's degree,Woman,Technology & Science,high,1
7379,62000.0,25-34,11 - 20 years,1 year or less,College degree,Prefer not to answer,Banking & Insurance,medium,0
7380,31200.0,35-44,11 - 20 years,2 - 4 years,Master's degree,Woman,Other,low,2
7381,87490.0,55-64,31 - 40 years,31 - 40 years,College degree,Woman,Other,medium,2
7382,62000.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
7383,100000.0,25-34,8 - 10 years,1 year or less,Master's degree,Woman,Technology & Science,high,1
7384,61000.0,25-34,8 - 10 years,1 year or less,College degree,Woman,Consulting,medium,0
7385,94800.0,65 or over,31 - 40 years,21 - 30 years,Master's degree,Woman,Education,high,2
7386,37500.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Culture,low,2
7387,52000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Non profit Organization,low,2
7388,98000.0,55-64,31 - 40 years,21 - 30 years,College degree,Woman,Banking & Insurance,high,1
7389,64000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Health,medium,0
7390,85000.0,25-34,5-7 years,5-7 years,PhD,Woman,Education,medium,2
7391,120000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
7392,59874.0,25-34,5-7 years,5-7 years,College degree,Woman,Non profit Organization,low,2
7393,23700.0,65 or over,41 years or more,11 - 20 years,High School,Woman,Non profit Organization,low,2
7394,95600.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,high,0
7395,28000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Education,low,2
7396,80000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
7397,65000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,medium,0
7398,98000.0,35-44,8 - 10 years,5-7 years,PhD,Man,Banking & Insurance,high,1
7399,86382.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Man,Industry,medium,1
7400,135000.0,45-54,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
7401,97000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Security & Defense,high,2
7402,41580.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,low,2
7403,36540.0,35-44,8 - 10 years,2 - 4 years,College degree,Man,Public & Government,low,0
7404,75000.0,45-54,11 - 20 years,5-7 years,Some college,Woman,Health,medium,0
7405,55000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,low,2
7406,32000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Health,low,0
7407,85000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,medium,2
7408,190000.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,high,1
7409,77000.0,55-64,31 - 40 years,31 - 40 years,Master's degree,Woman,Non profit Organization,medium,0
7410,56000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,low,2
7411,51000.0,25-34,8 - 10 years,2 - 4 years,College degree,Non-binary,Consulting,low,2
7412,44000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
7413,100000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,high,1
7414,78000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Human Ressources,medium,0
7415,68000.0,45-54,21 - 30 years,21 - 30 years,Some college,Woman,Unidentified,medium,0
7416,35360.0,35-44,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
7417,38400.0,25-34,5-7 years,1 year or less,College degree,Woman,Banking & Insurance,low,2
7418,52920.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Health,low,0
7419,117000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,high,0
7420,75000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
7421,151000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Advertising,high,0
7422,91000.0,65 or over,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,medium,2
7423,75000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
7424,71100.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
7425,33600.0,25-34,5-7 years,5-7 years,Some college,Woman,Law,low,0
7426,155000.0,25-34,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Law,high,1
7427,135000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
7428,47400.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,low,2
7429,55000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Law,low,0
7430,65000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
7431,90000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
7432,102000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,high,1
7433,53000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Man,Non profit Organization,low,2
7434,230000.0,45-54,21 - 30 years,21 - 30 years,PhD,Man,Education,high,1
7435,38700.0,25-34,5-7 years,5-7 years,Master's degree,Non-binary,Social,low,2
7436,48000.0,25-34,5-7 years,5-7 years,College degree,Woman,Technology & Science,low,2
7437,103000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Man,Consulting,high,1
7438,85000.0,35-44,8 - 10 years,8 - 10 years,Some college,Woman,Technology & Science,medium,1
7439,37440.0,25-34,8 - 10 years,1 year or less,Master's degree,Woman,Banking & Insurance,low,2
7440,72800.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,medium,0
7441,73470.0,45-54,21 - 30 years,11 - 20 years,Some college,Woman,Education,medium,2
7442,85000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Consulting,medium,0
7443,60000.0,35-44,11 - 20 years,1 year or less,College degree,Woman,Industry,low,2
7444,50000.0,55-64,41 years or more,31 - 40 years,Master's degree,Prefer not to answer,Banking & Insurance,low,2
7445,85000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,medium,0
7446,260000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,high,0
7447,63000.0,35-44,8 - 10 years,8 - 10 years,PhD,Woman,Education,medium,2
7448,59000.0,25-34,11 - 20 years,2 - 4 years,College degree,Non-binary,Non profit Organization,low,2
7449,85000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
7450,30000.0,35-44,11 - 20 years,8 - 10 years,PhD,Woman,Education,low,2
7451,74803.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Health,medium,0
7452,52000.0,35-44,21 - 30 years,2 - 4 years,College degree,Woman,Health,low,0
7453,86900.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
7454,24804.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Unidentified,low,2
7455,37500.0,25-34,5-7 years,2 - 4 years,College degree,Non-binary,Non profit Organization,low,2
7456,80000.0,35-44,8 - 10 years,1 year or less,Master's degree,Non-binary,Technology & Science,medium,2
7457,72680.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
7458,58000.0,25-34,5-7 years,5-7 years,College degree,Woman,Non profit Organization,low,2
7459,68000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
7460,52400.0,35-44,11 - 20 years,11 - 20 years,High School,Woman,Banking & Insurance,low,2
7461,51000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Public & Government,low,0
7462,75000.0,25-34,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,medium,0
7463,84000.0,35-44,5-7 years,5-7 years,PhD,Woman,Education,medium,2
7464,90000.0,35-44,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,medium,2
7465,89000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,medium,0
7466,68000.0,25-34,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,medium,0
7467,200000.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Consulting,high,0
7468,134318.0,55-64,31 - 40 years,31 - 40 years,Master's degree,Woman,Technology & Science,high,1
7469,78000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Industry,medium,0
7470,81000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Prefer not to answer,Health,medium,0
7471,56000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,low,2
7472,92000.0,35-44,11 - 20 years,8 - 10 years,PhD,Woman,Public & Government,medium,0
7473,92500.0,25-34,11 - 20 years,5-7 years,Some college,Woman,Construction,medium,2
7474,40000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Education,low,2
7475,58572.0,25-34,5-7 years,5-7 years,College degree,Woman,Non profit Organization,low,2
7476,71100.0,45-54,21 - 30 years,8 - 10 years,Some college,Man,Non profit Organization,medium,0
7477,72000.0,35-44,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,medium,1
7478,75660.0,18-24,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,medium,0
7479,52174.0,25-34,11 - 20 years,2 - 4 years,College degree,Man,Advertising,low,2
7480,66000.0,45-54,21 - 30 years,5-7 years,Master's degree,Woman,Education,medium,2
7481,91000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
7482,89000.0,55-64,21 - 30 years,21 - 30 years,College degree,Woman,Industry,medium,0
7483,54000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
7484,201000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Health,high,0
7485,79000.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Education,medium,2
7486,103000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,high,1
7487,226000.0,35-44,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
7488,86000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
7489,80000.0,35-44,21 - 30 years,8 - 10 years,Master's degree,Woman,Law,medium,0
7490,168150.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Security & Defense,high,2
7491,65000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,medium,0
7492,71177.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,medium,0
7493,36340.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Retail,low,2
7494,111000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,high,0
7495,80000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Agriculture & Food,medium,2
7496,110000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
7497,100000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,high,1
7498,48888.0,35-44,8 - 10 years,2 - 4 years,College degree,Woman,Health,low,0
7499,50900.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,low,2
7500,100000.0,35-44,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,high,1
7501,103000.0,45-54,21 - 30 years,21 - 30 years,Some college,Woman,Banking & Insurance,high,1
7502,220000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Health,high,0
7503,61500.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Education,medium,2
7504,54000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,low,2
7505,54510.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,low,2
7506,44750.0,35-44,21 - 30 years,21 - 30 years,Some college,Woman,Banking & Insurance,low,2
7507,110000.0,45-54,31 - 40 years,31 - 40 years,Some college,Woman,Law,high,0
7508,52000.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Public & Government,low,0
7509,29200.0,35-44,21 - 30 years,5-7 years,College degree,Woman,Culture,low,2
7510,68000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Other,medium,2
7511,53000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Prefer not to answer,Culture,low,2
7512,45000.0,35-44,2 - 4 years,2 - 4 years,College degree,Woman,Education,low,2
7513,53500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,low,2
7514,31657.0,25-34,5-7 years,5-7 years,Some college,Woman,Education,low,2
7515,76000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Construction,medium,2
7516,52500.0,35-44,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,low,2
7517,88007.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Man,Other,medium,1
7518,38000.0,35-44,11 - 20 years,1 year or less,Master's degree,Woman,Education,low,2
7519,135000.0,45-54,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,high,0
7520,40000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,low,0
7521,70000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Education,medium,2
7522,88000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Health,medium,0
7523,54000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Culture,low,2
